person_cluster,person_category,same_person_confidence,mentions,poems,counties,distinct_standard_lemmas,distinct_local_lemmas,distinct_word_normalised_forms,standard_lemma_counts,local_lemma_counts,word_normalised_counts,english_gloss_counts,county_counts,poems_with_multiple_standard_lemmas_in_cluster,example_multi_standard_poem_ids,same_person_note
Riisi,unmapped_possible_person_name,low,5,5,4,1,1,2,Riisi (5),Riisi (5),Riisi (4); Riisin (1),Riisi (4); Risi's (1),Laatokan Karjala (Raja-Karjala) (2); Pohjois-Savo (1); Pohjois-Karjala (1); Metsäsuomalaisten alue (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Risto,unmapped_possible_person_name,low,5,3,1,1,1,1,Risto (5),Risto (5),Risto (5),Risto (5),Pohjois-Karjala (5),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Siimo,unmapped_possible_person_name,low,5,1,1,1,1,1,Siimo (5),Siimo (5),Siimoselta (5),from Siimo (5),Varsinais-Suomi (5),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Simana,unmapped_possible_person_name,low,5,1,0,1,1,2,Simana (5),Simana (5),Simana (4); Simanakin (1),Simana (4); Simana too (1),,0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taara,unmapped_possible_person_name,low,5,3,4,1,2,1,Taara (5),Taara (3); taara (2),Taara (5),Taara (5),Keski-Suomi (2); Järvamaa (1); välismaa (1); Harjumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taavetti,unmapped_possible_person_name,low,5,3,3,1,3,5,Taavetti (5),Taavetti (3); taavet (1); Taala (1),Taavet (1); Taavettia (1); Taavetiksi (1); Taavetilla (1); Taala (1),David (2); Taavetti (1); as Taavetti (1); at Taavetti (1),Etelä-Savo (3); Häme (1); Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tarma,unmapped_possible_person_name,low,5,2,2,1,1,2,Tarma (5),Tarma (5),Tarma (3); Tarmasse (2),to Tarma (2); Tarma's (2); Tarma (1),Harjumaa (3); välismaa (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tauno,unmapped_possible_person_name,low,5,5,4,1,3,3,Tauno (5),Tauno (3); Taunon (1); Tauno+n (1),Taunon (2); Tauno (2); Taunoni (1),Tauno's (2); Tauno (2); my Tauno (1),Häme (2); Etelä-Karjala (1); Laatokan Karjala (Raja-Karjala) (1); Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiita,unmapped_possible_person_name,low,5,1,1,1,1,1,Tiita (5),Tiita (5),Tiita (5),Tiita (5),Vepsäläisalueet (5),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiitto,unmapped_possible_person_name,low,5,1,1,1,1,1,Tiitto (5),Tiitto (5),Tiitto (5),Tiitto (5),Viena (5),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tillermann,unmapped_possible_person_name,low,5,3,3,1,1,2,Tillermann (5),Tillermann (5),Tillermanni (4); Tillermannil (1),Tillermann's (4); at Tillermann's (1),Viljandimaa (2); Pärnumaa (2); Läänemaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tonkka,unmapped_possible_person_name,low,5,1,1,1,1,1,Tonkka (5),Tonkka (5),Tonkan (5),Tonkan (5),Etelä-Karjala (5),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Toom,unmapped_possible_person_name,low,5,3,2,1,1,4,Toom (5),Toom (5),Toomelt (2); Toomi (1); Toomba (1); Toomele (1),from Toom (2); Toome's (1); Toom's (1); Toomale (1),Pärnumaa (3); Saaremaa (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tusti,unmapped_possible_person_name,low,5,3,2,1,1,2,Tusti (5),Tusti (5),Tustil (3); Tusti (2),at Tusti's (2); Tusti (1); Tusti's (1); through Tusti (1),Saaremaa (4); Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Uku,unmapped_possible_person_name,low,5,3,4,1,2,1,Uku (5),Uku (3); uku (2),Uku (5),Uku (5),Läänemaa (2); Järvamaa (1); välismaa (1); Harjumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Untamon,unmapped_possible_person_name,low,5,2,2,1,4,1,Untamon (5),Untamo-n (2); untamol (1); untamon (1); Untuma-n (1),Untamon (5),Untamo's (5),Länsi-Inkeri (3); Keski-Inkeri (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Viire,unmapped_possible_person_name,low,5,4,3,1,2,2,Viire (5),Viire (3); viire (2),Viire (4); Viiren (1),Viire (3); Viire (toponym) (1); Viire's (1),Viljandimaa (1); Saaremaa (1); Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Vilho,unmapped_possible_person_name,low,5,5,4,1,2,3,Vilho (5),Vilho (4); Wilka (1),Vilho (3); Wilka (1); Vilhon (1),Vilho (3); Wilka (1); Vilho's (1),Häme (2); Pohjois-Pohjanmaa (1); Etelä-Karjala (1); Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
kaiekene,unmapped_possible_person_name,low,5,3,2,1,2,2,kaiekene (5),kaiekene (3); kaie-kesta (2),Kaiekesta (4); Kaiekene (1),Kaie (3); Kaie's (2),Pärnumaa (4); Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
nenn,unmapped_possible_person_name,low,5,1,1,1,1,1,nenn (5),nenn (5),nenn (5),Nenn (5),Tartumaa (5),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
nuutti,unmapped_possible_person_name,low,5,5,1,1,1,1,nuutti (5),nuutti (5),Nuutin (5),Nuutti's (3); Nuutti (2),Häme (5),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
pihkaheikki,unmapped_possible_person_name,low,5,5,2,1,2,1,pihkaheikki (5),pihkaheikki (3); pihkaheikki (gen) (2),Pihka-Heikin (5),Pitch-Heikki's (2); resin-Heikki's (2); Resin-Heikki's (1),Häme (3); Satakunta (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Aaro,unmapped_possible_person_name,low,4,1,1,1,1,1,Aaro (4),Aaro (4),Aaro (4),Aaro (4),Viljandimaa (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Adu,unmapped_possible_person_name,low,4,2,2,1,1,1,Adu (4),Adu (4),Adu (4),Adu (4),Saaremaa (3); Harjumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Ago,unmapped_possible_person_name,low,4,3,4,1,1,1,Ago (4),Ago (4),Ago (4),Ago (4),Virumaa (1); Viljandimaa (1); välismaa (1); Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Aki,unmapped_possible_person_name,low,4,4,4,1,1,1,Aki (4),Aki (4),Aki (4),Aki (3); Aki (name) (1),Viljandimaa (1); Virumaa (1); Harjumaa (1); Aunus (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Alutaguse,unmapped_possible_person_name,low,4,3,3,1,1,2,Alutaguse (4),Alutaguse (4),Alutaguse (3); Alutagusele (1),to Alutaguse (2); Alutaguse's (2),Tartumaa (2); Harjumaa (1); Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Ani,unmapped_possible_person_name,low,4,1,1,1,1,1,Ani (4),Ani (4),Ani (4),Ani (name) (4),Harjumaa (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Arvi,unmapped_possible_person_name,low,4,3,2,1,2,2,Arvi (4),Arvi (3); Arve (1),Arvi (3); Arve (1),Arvi (3); Arve (1),Varsinais-Suomi (3); Võrumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Eila,unmapped_possible_person_name,low,4,2,2,1,1,1,Eila (4),Eila (4),Eila (4),Eila (3); Eila (name) (1),Läänemaa (3); Vepsäläisalueet (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Endrik,unmapped_possible_person_name,low,4,2,2,1,1,1,Endrik (4),Endrik (4),Endrik (4),Endrik (4),Saaremaa (3); Pärnumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Erikäinen,unmapped_possible_person_name,low,4,1,1,1,1,2,Erikäinen (4),Erikäinen (4),Erikäinen (3); Erikäisen (1),Erikäinen (3); Erikäinen's (1),Pohjois-Karjala (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Handsi,unmapped_possible_person_name,low,4,1,2,1,1,1,Handsi (4),Handsi (4),Handsi (4),Handsi (4),Viljandimaa (2); Tartumaa (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Hasseli,unmapped_possible_person_name,low,4,1,1,1,1,3,Hasseli (4),Hasseli (4),Hasselin (2); Hasseli (1); Hasselille (1),Hassel's (2); Hassel (1); to-Hassel (1),Pohjois-Karjala (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Helevi,unmapped_possible_person_name,low,4,1,1,1,1,2,Helevi (4),Helevi (4),Helevi (2); Heleville (2),Helevi (2); to Helevi (2),Etelä-Savo (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Henela,unmapped_possible_person_name,low,4,1,1,1,1,1,Henela (4),henelan (4),Henela (4),Henela's (4),Harjumaa (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Hentu,unmapped_possible_person_name,low,4,4,4,1,1,2,Hentu (4),Hentu (4),Hentun (3); Hentu/Entu (1),Hentu's (3); Entu (1),Virumaa (1); Varsinais-Suomi (1); Pohjois-Pohjanmaa (1); Keski-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Hessu,unmapped_possible_person_name,low,4,3,3,1,2,3,Hessu (4),Hessu (3); hessu (1),Hessun (2); Hessu (1); hessu (1),Hessu (2); Hessu's (1); [name] (1),Keski-Inkeri (2); Varsinais-Suomi (1); Uusimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Huikkola,unmapped_possible_person_name,low,4,3,2,1,1,2,Huikkola (4),Huikkola (4),Huikkolan (2); Huikkolaan (2),to Huikkola (2); Huikkola's (1); of Huikkola (1),Laatokan Karjala (Raja-Karjala) (2); Etelä-Karjala (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Huru,unmapped_possible_person_name,low,4,4,2,1,2,2,Huru (4),Huru (3); Hurukse (1),Huru (3); Huruksen (1),Huru (3); Huru's (1),Satakunta (3); Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Iie,unmapped_possible_person_name,low,4,1,1,1,1,1,Iie (4),Iie (4),Iie (4),Iie (4),Viljandimaa (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Iiro,unmapped_possible_person_name,low,4,1,1,1,1,1,Iiro (4),Iiro (4),Iiro (4),Iiro (4),Viljandimaa (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Ilkka,unmapped_possible_person_name,low,4,1,1,1,1,2,Ilkka (4),Ilkka (4),Ilkka (3); Ilkan (1),Ilkka (3); Ilkka's (1),Häme (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Injo,unmapped_possible_person_name,low,4,1,1,1,1,1,Injo (4),Injo (4),Injo (4),Injo (4),Laatokan Karjala (Raja-Karjala) (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Ismaro,unmapped_possible_person_name,low,4,3,1,1,1,2,Ismaro (4),Ismaro (4),Ismaro (3); Ismarolla (1),Ismaro (3); at Ismaro (1),Länsi-Inkeri (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Ivan,unmapped_possible_person_name,low,4,4,3,1,1,1,Ivan (4),Ivan (4),Ivan (4),Ivan (4),Vepsäläisalueet (2); Länsi-Inkeri (1); Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Jortana,unmapped_possible_person_name,low,4,4,4,1,1,4,Jortana (4),Jortana (4),Jortanan (1); Jortanasta (1); Jortanon (1); Jortanin (1),of Jortana (2); Jortana (1); of Jortan (1),Aunus (1); Länsi-Inkeri (1); Pohjois-Savo (1); Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Jussila,unmapped_possible_person_name,low,4,3,3,1,3,3,Jussila (4),Juskelainen (2); Jussila (gen.) (1); Jussila (1),Juskelainen (2); Jussilan (1); Jussila (1),Juskelainen (2); Jussila's (1); Jussila (1),Etelä-Karjala (2); Peräpohjola (1); Uusimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kaali,unmapped_possible_person_name,low,4,2,2,1,1,1,Kaali (4),Kaali (4),Kaali (4),Kaali (4),Saaremaa (2); Tartumaa (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kaara,unmapped_possible_person_name,low,4,3,3,1,4,3,Kaara (4),Kaara (1); kaaran (1); kaarastaan (1); kaarasta (1),Kaarasta (2); Kaara (1); Kaaran (1),from Kaara (2); Kaara (1); Kaara's (1),Keski-Inkeri (2); Võrumaa (1); Länsi-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kaarosta,unmapped_possible_person_name,low,4,3,2,1,2,3,Kaarosta (4),Kaarosta (3); Kaarosta-han (1),Kaarostaan (2); Kaarostasta (1); Kaarostalta (1),to Kaarosta (2); from Kaarosta (1); From Kaarosta (1),Länsi-Inkeri (2); Keski-Inkeri (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kahala,unmapped_possible_person_name,low,4,3,2,1,2,2,Kahala (4),Kahal (2); Kahala (2),Kahala (3); Kahalast (1),of Kahala (2); from Kahala (1); Kahala (1),Harjumaa (3); Järvamaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kaletteri,unmapped_possible_person_name,low,4,1,1,1,1,2,Kaletteri (4),Kaletteri (4),Kaletterin (2); Kaletteri (2),(name) (4),Keski-Inkeri (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kalevipoeg,unmapped_possible_person_name,low,4,1,1,1,1,2,Kalevipoeg (4),Kalevipoeg (4),Kalevipoega (2); Kalevipojale (2),Kalev's son (2); to Kalev's son (2),Läänemaa (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Karppa,unmapped_possible_person_name,low,4,2,2,1,1,2,Karppa (4),Karppa (4),Karpan (2); Karppa (2),Karppa's (2); Karppa (2),Itä- ja Pohjois-Inkeri (3); Viena (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kasteri,unmapped_possible_person_name,low,4,3,1,1,4,2,Kasteri (4),Kasteri (1); Kasteri-n (1); Kasteri+n (1); Kasteri+sen (1),Kasterin (3); Kasterisen (1),Kasteri's (4),Länsi-Inkeri (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kauko,unmapped_possible_person_name,low,4,2,2,1,2,2,Kauko (4),Kauko (3); Kauvo (1),Kauko (3); Kauvon (1),Kauko (3); Kauvo's (1),Laatokan Karjala (Raja-Karjala) (3); Länsi-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kesvere,unmapped_possible_person_name,low,4,1,1,1,1,1,Kesvere (4),Kesvere (4),Kesvere (4),Kesvere (4),Pärnumaa (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kiira,unmapped_possible_person_name,low,4,3,3,1,1,2,Kiira (4),Kiira (4),Kiira (2); Kiiraa (2),Kiira (2); Kiira (name) (2),Etelä-Savo (2); Etelä-Karjala (1); Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Koluvere,unmapped_possible_person_name,low,4,3,2,1,1,2,Koluvere (4),Koluvere (4),Koluvere (3); Koluveres (1),Koluvere (3); in Koluvere (1),Läänemaa (2); Järvamaa (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Konttu,unmapped_possible_person_name,low,4,1,1,1,1,1,Konttu (4),Konttu (4),Konnun (4),Konnu's (4),Keski-Inkeri (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kreeta,unmapped_possible_person_name,low,4,4,3,1,1,2,Kreeta (4),Kreeta (4),Kreeta (3); Kreetaa (1),Kreeta (4),Peräpohjola (2); Virumaa (1); Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kroet,unmapped_possible_person_name,low,4,1,1,1,1,3,Kroet (4),Kroet (4),Kroetta (2); Kroet (1); Kroedal (1),into Kroet (2); Kroet (1); at Kroet (1),Virumaa (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuippina,unmapped_possible_person_name,low,4,2,1,1,2,2,Kuippina (4),Kuippina (3); kuippina (1),Kuippinalla (3); Kuippinan (1),at Kuippina (3); Kuippina's (1),Keski-Inkeri (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kungla,unmapped_possible_person_name,low,4,1,1,1,1,1,Kungla (4),Kungla (4),Kungla (4),Kungla (4),Läänemaa (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kura,unmapped_possible_person_name,low,4,2,2,1,1,1,Kura (4),Kura (4),Kura (4),Kura (3); (proper noun) (1),välismaa (3); Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kusta,unmapped_possible_person_name,low,4,4,4,1,2,2,Kusta (4),Kusta (3); Kusta+alta (1),Kusta (3); Kustaalta (1),Kusta (2); Kusta's (1); from Kusta (1),Läänemaa (1); Saaremaa (1); Viljandimaa (1); Pohjois-Pohjanmaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyllikki,unmapped_possible_person_name,low,4,2,2,1,4,3,Kyllikki (4),kyllikkie (1); kyllikkes (1); kyllikki (1); Kyllikki (1),Kyllikki (2); Kylliköitä (1); Kyllikkes (1),Kyllikki (3); Kyllikki's (1),Aunus (3); Metsäsuomalaisten alue (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kõima,unmapped_possible_person_name,low,4,2,1,1,1,2,Kõima (4),Kõima (4),Kõimasse (2); Kõima (2),to Kõima (2); Kõima (2),Läänemaa (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lallu,unmapped_possible_person_name,low,4,3,2,1,1,2,Lallu (4),Lallu (4),Lallu (2); Lallun (2),Lallu's (3); Lallu (1),Varsinais-Suomi (3); Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laukki,unmapped_possible_person_name,low,4,2,2,1,1,2,Laukki (4),Laukki (4),Laukin (3); Laukki (1),of Laukki (2); Laukki's (1); Laukki (1),Satakunta (2); Pohjois-Karjala (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laurin,unmapped_possible_person_name,low,4,1,1,1,1,1,Laurin (4),Lauren (4),Laurin (4),Lauri's (4),Aunus (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Liena,unmapped_possible_person_name,low,4,3,2,1,1,2,Liena (4),Liena (4),Lienan (3); Lienu (1),Liena's (3); Liena (1),Etelä-Karjala (3); Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lissu,unmapped_possible_person_name,low,4,1,2,1,1,1,Lissu (4),Lissu (4),Lissu (4),Lissu (4),välismaa (2); Läänemaa (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
