county,person_cluster,mentions,poems,distinct_standard_lemmas,distinct_local_lemmas,top_standard_lemmas,top_local_lemmas
Harjumaa,Aljava,1,1,1,1,Aljava (1),Aljava (1)
Harjumaa,Alliparra,1,1,1,1,Alliparra (1),Alliparra (1)
Harjumaa,Alutaguse,1,1,1,1,Alutaguse (1),Alutaguse (1)
Harjumaa,Ambel,1,1,1,1,Ambel (1),Ambel (1)
Harjumaa,Ambela,1,1,1,1,Ambela (1),Ambela (1)
Harjumaa,Ambelas,1,1,1,1,Ambelas (1),Ambelas (1)
Harjumaa,Andrese+l,1,1,1,1,Andrese+l (1),Andres+ks+l (1)
Harjumaa,Atla,1,1,1,1,Atla (1),Atla (1)
Harjumaa,Ats,1,1,1,1,Ats (1),Ats (1)
Harjumaa,Atsi,1,1,1,1,Atsi (1),Atsi (1)
Harjumaa,Burtne,1,1,1,1,Burtne (1),Burtne (1)
Harjumaa,Elmar,1,1,1,1,Elmar (1),elmari (1)
Harjumaa,Hagudi,1,1,1,1,Hagudi (1),Haki (1)
Harjumaa,Hallika+l,1,1,1,1,Hallika+l (1),Hallika+l (1)
Harjumaa,Hallika+le,1,1,1,1,Hallika+le (1),Hallika+le (1)
Harjumaa,Iida,1,1,1,1,Iida (1),Iida (1)
Harjumaa,Iide,1,1,1,1,Iide (1),Iie (1)
Harjumaa,Iire,1,1,1,1,Iire (1),Iire (1)
Harjumaa,Illi,1,1,1,1,Illi (1),Illi (1)
Harjumaa,Insu,1,1,1,1,Insu (1),Insu (1)
Harjumaa,Ips+l,1,1,1,1,Ips+l (1),Ips+l (1)
Harjumaa,Ips+le+gi,1,1,1,1,Ips+le+gi (1),Ips+le+gi (1)
Harjumaa,Jaagup,1,1,1,1,Jaagup (1),jaagop (1)
Harjumaa,Joagu,1,1,1,1,Joagu (1),Joagu (1)
Harjumaa,Joseph / Joosep,1,1,1,1,Joosep (1),Joosep (1)
Harjumaa,Juan,1,1,1,1,Juan (1),Juan (1)
Harjumaa,Junts,1,1,1,1,Junts (1),Junts (1)
Harjumaa,Juula,1,1,1,1,Juula (1),Juula (1)
Harjumaa,Jäss,1,1,1,1,Jäss (1),Jässi (1)
Harjumaa,Jüri Antsu,1,1,1,1,Jüri Antsu (1),jüriantsu (1)
Harjumaa,Jürisi,1,1,1,1,Jürisi (1),Jürisi (1)
Harjumaa,Kaageman,1,1,1,1,Kaageman (1),Kaageman (1)
Harjumaa,Kaagermann,1,1,1,1,Kaagermann (1),Kaagermann (1)
Harjumaa,Kalle,1,1,1,1,Kalle (1),Kalle (1)
Harjumaa,Katrina,1,1,1,1,Katrina (1),Katrina (1)
Harjumaa,Kava,1,1,1,1,Kava (1),Kava (1)
Harjumaa,Kehra,1,1,1,1,Kehra (1),Kehra (1)
Harjumaa,Keigela,1,1,1,1,Keigela (1),Keigela (1)
Harjumaa,Kert,1,1,1,1,Kert (1),Kert (1)
Harjumaa,Kilk,1,1,1,1,Kilk (1),Kilk (1)
Harjumaa,Kilsi,1,1,1,1,Kilsi (1),Kilsi (1)
Harjumaa,Kilter,1,1,1,1,Kilter (1),Kilter (1)
Harjumaa,Kimbalu,1,1,1,1,Kimbalu (1),Kimbalu (1)
Harjumaa,Kissi,1,1,1,1,Kissi (1),Kissi (1)
Harjumaa,Kivit,1,1,1,1,Kivit (1),Kivit (1)
Harjumaa,Koka+l,1,1,1,1,Koka+l (1),Koka+l (1)
Harjumaa,Koka+le+gi,1,1,1,1,Koka+le+gi (1),Koka+le+gi (1)
Harjumaa,Kolju,1,1,1,1,Kolju (1),Kolju (1)
Harjumaa,Koovit,1,1,1,1,Koovit (1),Koovit (1)
Harjumaa,Kotilt,1,1,1,1,Kotilt (1),Kotilt (1)
Harjumaa,Lagedi,1,1,1,1,Lagedi (1),Lagedi (1)
Harjumaa,Lambris,1,1,1,1,Lambris (1),Lambris (1)
Harjumaa,Lamre,1,1,1,1,Lamre (1),lamre (1)
Harjumaa,Laun,1,1,1,1,Laun (1),Laun (1)
Harjumaa,Lauri+l,1,1,1,1,Lauri+l (1),Lauri+l (1)
Harjumaa,Lauri+le+gi,1,1,1,1,Lauri+le+gi (1),Lauri+le+gi (1)
Harjumaa,Leane,1,1,1,1,Leane (1),Leane (1)
Harjumaa,Liias,1,1,1,1,Liias (1),Liias (1)
Harjumaa,Liiso,1,1,1,1,Liiso (1),Liiso (1)
Harjumaa,Lilli,1,1,1,1,Lilli (1),Lilli (1)
Harjumaa,Lilli+l,1,1,1,1,Lilli+l (1),Lilli+l (1)
Harjumaa,Lilli+le+gi,1,1,1,1,Lilli+le+gi (1),Lilli+le+gi (1)
Harjumaa,Lõu,1,1,1,1,Lõu (1),Lõu (1)
Harjumaa,Madida,1,1,1,1,Madida (1),Madida (1)
Harjumaa,Malla,1,1,1,1,Malla (1),Malla (1)
Harjumaa,Mardu,1,1,1,1,Mardu (1),Mardu (1)
Harjumaa,Marisi,1,1,1,1,Marisi (1),Marisi (1)
Harjumaa,Mihe,1,1,1,1,Mihe (1),Mihe (1)
Harjumaa,Moisina,1,1,1,1,Moisina (1),Moisina (1)
Harjumaa,Munni,1,1,1,1,Munni (1),Munni (1)
Harjumaa,Muusi,1,1,1,1,Muusi (1),Muusi (1)
Harjumaa,Nabra,1,1,1,1,Nabra (1),Nabra (1)
Harjumaa,Nipitiri,1,1,1,1,Nipitiri (1),Nipitiri (1)
Harjumaa,Näu,1,1,1,1,Näu (1),Näu (1)
Harjumaa,Ode,1,1,1,1,Ode (1),Ode (1)
Harjumaa,Oisu,1,1,1,1,Oisu (1),Oisu (1)
Harjumaa,Olga,1,1,1,1,Olga (1),olga (1)
Harjumaa,Ollas,1,1,1,1,Ollas (1),Ollas (1)
Harjumaa,Otsa+l,1,1,1,1,Otsa+l (1),Otsa+l (1)
Harjumaa,Otsa+le+gi,1,1,1,1,Otsa+le+gi (1),Otsa+le+gi (1)
Harjumaa,Ottu,1,1,1,1,Ottu (1),Ottu (1)
Harjumaa,Palvere,1,1,1,1,Palvere (1),Palvere (1)
Harjumaa,Paulus,1,1,1,1,Paulus (1),Paulus (1)
Harjumaa,Peibis,1,1,1,1,Peibis (1),Peibis (1)
Harjumaa,Pening,1,1,1,1,Pening (1),Pening (1)
Harjumaa,Peningi,1,1,1,1,Peningi (1),Peningi (1)
Harjumaa,Peterburi,1,1,1,1,Peterburi (1),Peterburi (1)
Harjumaa,Piia,1,1,1,1,Piia (1),Piia (1)
Harjumaa,Pirit,1,1,1,1,Pirit (1),Pirit (1)
Harjumaa,Pistli,1,1,1,1,Pistli (1),Pistli (1)
Harjumaa,Proper name,1,1,1,1,Proper name (1),Pasli (1)
Harjumaa,Puiste,1,1,1,1,Puiste (1),Puiste (1)
Harjumaa,Pull,1,1,1,1,Pull (1),Pulli (1)
Harjumaa,Punni,1,1,1,1,Punni (1),Punni (1)
Harjumaa,Puntsu,1,1,1,1,Puntsu (1),Puntsu (1)
Harjumaa,Purika+l,1,1,1,1,Purika+l (1),Purika+l (1)
Harjumaa,Purika+le,1,1,1,1,Purika+le (1),Purika+le (1)
Harjumaa,Puts,1,1,1,1,Puts (1),Puts (1)
Harjumaa,Pälg,1,1,1,1,Pälg (1),Pälg (1)
Harjumaa,Päärn,1,1,1,1,Päärn (1),Pearn (1)
Harjumaa,Pürg,1,1,1,1,Pürg (1),Pürg (1)
Harjumaa,Pürjend,1,1,1,1,Pürjend (1),Pürjend (1)
Harjumaa,Pürjendi,1,1,1,1,Pürjendi (1),Pürjendi (1)
Harjumaa,Rein,1,1,1,1,Rein (1),reinu (1)
Harjumaa,Riinu,1,1,1,1,Riinu (1),Riinu (1)
Harjumaa,Saima,1,1,1,1,Saima (1),Saima (1)
Harjumaa,Sarepere,1,1,1,1,Sarepere (1),sarepere (1)
Harjumaa,Sau,1,1,1,1,Sau (1),Sau (1)
Harjumaa,Saust,1,1,1,1,Saust (1),Saust (1)
Harjumaa,Sedi,1,1,1,1,Sedi (1),Sedi (1)
Harjumaa,Setu,1,1,1,1,Setu (1),Setu (1)
Harjumaa,Sigula,1,1,1,1,Sigula (1),Sigula (1)
Harjumaa,Singsongati (name),1,1,1,1,Singsongati (name) (1),singsongati (proper noun) (1)
Harjumaa,Sini,1,1,1,1,Sini (1),Sini (1)
Harjumaa,Sinisalu,1,1,1,1,Sinisalu (1),Sinisalu (1)
Harjumaa,Sipu,1,1,1,1,Sipu (1),Sipu (1)
Harjumaa,Suli,1,1,1,1,Suli (1),Suli (1)
Harjumaa,Taara,1,1,1,1,Taara (1),taara (1)
Harjumaa,Tabanika,1,1,1,1,Tabanika (1),Tabanika (1)
Harjumaa,Taku,1,1,1,1,Taku (1),Taku (1)
Harjumaa,Tapani,1,1,1,1,Tapani (1),Tabani (1)
Harjumaa,Tarm,1,1,1,1,Tarm (1),Tarm (1)
Harjumaa,Till,1,1,1,1,Till (1),Till (1)
Harjumaa,Tooma,1,1,1,1,Tooma (1),Tooma (1)
Harjumaa,Toora,1,1,1,1,Toora (1),Toora (1)
Harjumaa,Tua-Jaani,1,1,1,1,Tua-Jaani (1),Tua-Jaani (1)
Harjumaa,Tudulinna,1,1,1,1,Tudulinna (1),Tudulinna (1)
Harjumaa,Tulli,1,1,1,1,Tulli (1),Tulli (1)
Harjumaa,Tuud,1,1,1,1,Tuud (1),Tuud (1)
Harjumaa,Tuudi,1,1,1,1,Tuudi (1),Tuudi (1)
Harjumaa,Tõnikse,1,1,1,1,Tõnikse (1),Tõnikse (1)
Harjumaa,Ubaris,1,1,1,1,Ubaris (1),Ubaris (1)
Harjumaa,Ukko,1,1,1,1,ukko (1),uekane (1)
Harjumaa,Uku,1,1,1,1,Uku (1),uku (1)
Harjumaa,Urepere,1,1,1,1,Urepere (1),urepere (1)
Harjumaa,Vaeda,1,1,1,1,Vaeda (1),Vaeda (1)
Harjumaa,Vainu,1,1,1,1,Vainu (1),Vainu (1)
Harjumaa,Varepere,1,1,1,1,Varepere (1),varepere (1)
Harjumaa,Vihu,1,1,1,1,Vihu (1),Vihu (1)
Harjumaa,Viila,1,1,1,1,Viila (1),Viila (1)
Harjumaa,Viinistu,1,1,1,1,Viinistu (1),Viinistu (1)
Harjumaa,Viiu,1,1,1,1,Viiu (1),Viiu (1)
Harjumaa,Viktor,1,1,1,1,Viktor (1),Vikel (1)
Harjumaa,Vilist,1,1,1,1,Vilist (1),Vilist (1)
Harjumaa,Vinni,1,1,1,1,Vinni (1),Vinni (1)
Harjumaa,Voadu,1,1,1,1,Voadu (1),Voadu (1)
Harjumaa,Volku,1,1,1,1,Volku (1),Volku (1)
Harjumaa,Vuase,1,1,1,1,Vuase (1),Vuase (1)
Harjumaa,Väinämöinen,1,1,1,1,Väinämöinen (1),vänämöinen (1)
Harjumaa,ilja,1,1,1,1,ilja (1),ilja (1)
Harjumaa,jaanike,1,1,1,1,jaanike (1),jaanikene (1)
Harjumaa,jaanikene,1,1,1,1,jaanikene (1),jaanikene (1)
Harjumaa,joanike,1,1,1,1,joanike (1),joanikene (1)
Harjumaa,junts,1,1,1,1,junts (1),junts (1)
Harjumaa,kadrikene,1,1,1,1,kadrikene (1),kadrikene (1)
Harjumaa,kruus,1,1,1,1,kruus (1),Vitt (1)
Harjumaa,leena,1,1,1,1,leena (1),leenukene (1)
Harjumaa,lemmerguseks,1,1,1,1,lemmerguseks (1),lemmergüne (1)
Harjumaa,liisike,1,1,1,1,liisike (1),liisikene (1)
Harjumaa,mardike,1,1,1,1,mardike (1),mardikene (1)
Harjumaa,musk,1,1,1,1,musk (1),musku (1)
Harjumaa,nimi,1,1,1,1,nimi (1),nimi (1)
Harjumaa,tõnumard,1,1,1,1,tõnumard (1),tõnumard (1)
Harjumaa,uku,1,1,1,1,uku (1),uku (1)
Harjumaa,vii,1,1,1,1,vii (1),vii (1)
Harjumaa,Äivere,1,1,1,1,Äivere (1),Äivere (1)
Harjumaa,Ärle+l,1,1,1,1,Ärle+l (1),Ärle+pil (1)
Harjumaa,Ärle+le,1,1,1,1,Ärle+le (1),Ärle+pille (1)
Harjumaa,Ärmu,1,1,1,1,Ärmu (1),ärmu (1)
Häme,Nicholas / Nikka / Klaus,214,61,6,5,Nikka (180); Nikko (12); Niko (9); Nikodemus (7); nikka (5); Nikolaus (1),Nikka (194); Nikko (13); nikka (5); Nikolaus (1); Nikan (1)
Häme,God / Jumala / Jumal,192,152,9,26,herra (90); Herra (37); Jumala (36); jumala (16); luoja (8); Luoja (2); Jumala-lle (1); Jumalan (1),herra (80); Herra (33); Jumala (29); jumala (16); luoja (6); herran (3); Herra-n (2); Luoja (2)
Häme,Jesus / Christ,158,115,6,24,Jeesus (102); Jesus (39); Kristus (13); Jeesuksen (2); kristitty (1); kristillinen (1),Jesus (58); Jeesus (46); Jessus (14); Kristus (10); Jeesu (4); Jiesus (4); Ristus (2); Kiesus (2)
Häme,Mary / Maria / Maarja / Mari,152,123,6,17,Maija (60); Maria (47); Maaria (38); maija (3); Mari (3); Marja (1),Maija (53); Maaria (49); Maria (25); maija (8); Maarian (3); maarian (2); Marii (2); Mari (1)
Häme,John / Jaan / Jussi / Hans,117,98,4,6,Jussi (113); Juhani (2); Johannes (1); Jussi (name) (1),Jussi (111); Juhani (2); Johannes (1); Jussi(n) (1); Jassi (1); Jussille (1)
Häme,Henry / Heikki,107,76,4,7,Heikki (99); Henrik (6); hippaheikki (1); Heikin (1),Heikki (96); Henrikki-lle (3); Heikin (3); Henrikki (2); Heinirikki (1); hekkeli (1); hippaheikki (1)
Häme,Matthew / Matti,96,83,5,7,Matti (88); matti (4); matilla (2); matto (1); mätti (1),Matti (84); matti (7); matilla (1); Matista (1); mato (1); matill (1); mätti (1)
Häme,Michael / Mikko / Mihkel,63,55,2,3,Mikko (62); Mikon (1),Mikko (55); Mikkel (6); Mikon (2)
Häme,Ukko,62,54,2,4,ukko (49); Ukko (13),ukko (45); Ukko (14); ukki (2); ukku (1)
Häme,Peter / Pietari / Peeter,55,53,3,8,Pietari (44); Pekka (9); Perttu (2),Pietari (32); Pekka (9); Piatari (6); Pietar (3); Perttu (2); pietari (1); Piete (1); Ptruus (1)
Häme,Andrew / Antti,52,49,1,2,Antti (52),Antti (51); annu (1)
Häme,Thomas / Toomas / Tuomas,42,37,2,5,Tuomas (40); Tuomaan (2),Tuomas (30); Tuamas (9); Tuomaa (1); Tuamass (1); Tuomahan (1)
Häme,Tuuri,42,41,1,3,Tuuri (42),Tuuri (37); Tuurin (4); tuuri (1)
Häme,Anna / Anne / Ann / Anni,34,32,6,12,Anni (22); Anna (7); Annika (2); anni (1); Annikki (1); Annikainen (1),Anni (17); Anna (6); Annikainen (2); anike (1); anni(n) (1); Annikki (1); Annu (1); anikka (1)
Häme,Kaija,27,25,1,4,Kaija (27),Kaija (24); kaija (1); Kaija (part) (1); Kaijaa (1)
Häme,Elizabeth / Liisa / Liisu / Elli,23,16,3,3,Liisa (14); Elli (8); Elina (1),Liisa (14); Elli (8); Elina (1)
Häme,Kalle,21,18,1,2,Kalle (21),Kalle (20); kalle (1)
Häme,Esko,19,19,1,3,Esko (19),Esko (10); Eskon (7); eskon (2)
Häme,Tuoni,19,17,3,7,Tuoni (11); tuoni (6); Tuonen (2),tuoni (5); Tuuri (5); Tuonen (4); Tuoni (2); Tuanen (1); Tuurin (1); tuone (1)
Häme,Alli,17,13,1,2,Alli (17),Alli (16); Alli (gen) (1)
Häme,Catherine / Kadri / Katri,17,17,4,4,Kaisa (13); Katariina (2); kaisa (1); Kaari (1),Kaisa (13); Katariina (2); kaisaa (1); kaari (1)
Häme,Kirsti,15,13,1,2,Kirsti (15),Kirsti (14); Kirssti (1)
Häme,Letty,13,3,1,1,Letty (13),Letty (13)
Häme,Killi,10,5,1,1,Killi (10),Killi (10)
Häme,Lalli,9,2,1,2,Lalli (9),Lalli (8); Lalli-n (1)
Häme,Akkeli,8,8,1,2,Akkeli (8),Akkeli (7); akkeli (1)
Häme,Akkeri,8,8,1,3,Akkeri (8),Akkeri (6); Akkerin (1); Akkeri (gen) (1)
Häme,Väinämöinen,8,4,1,2,Väinämöinen (8),Väinämöinen (7); väinämöinen (1)
Häme,(proper noun),7,4,1,5,(proper noun) (7),Mag (2); Daleena (2); Ridvala (1); Lullaa (1); Aakan (1)
Häme,George / Jüri,7,3,1,3,Yrjö (7),Yrjänä (4); yrjänä (2); Yrjö (1)
Häme,Huis,7,7,1,1,Huis (7),Huis (7)
Häme,Nuutti,7,7,1,1,Nuutti (7),Nuutti (7)
Häme,nimi,7,4,1,1,nimi (7),nimi (7)
Häme,Eve / Eeva,6,6,2,4,Eeva (4); aatto (2),Eeva (2); aatto (2); jeva (1); ieva (1)
Häme,Tapani,6,6,1,1,Tapani (6),Tapani (6)
Häme,Halli,5,5,1,2,Halli (5),Halli (4); hallim (1)
Häme,Hätilä,5,3,1,1,Hätilä (5),Hätilä (5)
Häme,Kuokkala,5,3,1,1,Kuokkala (5),Kuokkala (5)
Häme,Lauri,5,3,1,1,Lauri (5),Lauri (5)
Häme,Otto,5,5,1,2,Otto (5),Otto (4); Otto (name) (1)
Häme,Paakari,5,5,1,1,Paakari (5),Paakari (5)
Häme,Sarah / Saara,5,4,1,2,Saara (5),Saara (4); saaraa (1)
Häme,nuutti,5,5,1,1,nuutti (5),nuutti (5)
Häme,Akeri,4,4,1,2,Akeri (4),Akkeri (3); Akerin (1)
Häme,Eeli,4,4,1,3,Eeli (4),Eelin (2); eelin (1); eeli (1)
Häme,Ilkka,4,1,1,1,Ilkka (4),Ilkka (4)
Häme,Mellola,4,2,1,1,Mellola (4),Mellola (4)
Häme,Näppinen,4,3,1,1,Näppinen (4),Näppinen (4)
Häme,Ruatus,4,2,1,1,Ruatus (4),Ruatus (4)
Häme,Taneli,4,2,1,1,Taneli (4),Taneli (4)
Häme,Tapio,4,4,1,2,Tapio (4),Tapio (3); Tapio+lasta (1)
Häme,Ulla,4,3,1,1,Ulla (4),Ulla (4)
Häme,kaija,4,4,1,2,kaija (4),kaija (3); Kaija (1)
Häme,Ellen,3,3,1,1,Ellen (3),Ellen (3)
Häme,Elsa,3,3,1,1,Elsa (3),Elsa (3)
Häme,Erkki,3,3,1,1,Erkki (3),Erkki (3)
Häme,Heikkilä,3,2,1,1,Heikkilä (3),Heikkilä (3)
Häme,Inkeri,3,3,1,1,Inkeri (3),Inkeri (3)
Häme,Kerkkola,3,3,1,2,Kerkkola (3),Kerkkola (2); Kerkkola (+ -han) (1)
Häme,Killa,3,1,1,1,Killa (3),killa (3)
Häme,Korri,3,3,1,1,Korri (3),Korri (3)
Häme,Kuakkala,3,2,1,1,Kuakkala (3),Kuakkala (3)
Häme,Kuappala,3,2,1,1,Kuappala (3),Kuappala (3)
Häme,Lassi,3,3,1,1,Lassi (3),Lassi (3)
Häme,Manta,3,2,1,1,Manta (3),Manta (3)
Häme,Manu,3,2,1,1,Manu (3),Manu (3)
Häme,Myyri,3,1,1,1,Myyri (3),Myyri (3)
Häme,Nalli,3,3,1,1,Nalli (3),Nalli (3)
Häme,Simon / Siim / Simo,3,3,2,2,Simo (2); simo (1),Simo (2); simo (1)
Häme,Taappola,3,3,1,1,Taappola (3),Taappola (3)
Häme,Touru,3,3,1,1,Touru (3),Touru (3)
Häme,nuuti,3,1,1,1,nuuti (3),nuuti (3)
Häme,pihkaheikki,3,3,1,2,pihkaheikki (3),pihkaheikki (gen) (2); pihkaheikki (1)
Häme,Aatami,2,2,1,2,Aatami (2),Aatami (1); aatam (1)
Häme,Ainu,2,2,1,1,Ainu (2),Ainu (2)
Häme,Eerik,2,1,1,2,Eerik (2),Heerik (1); leerik (1)
Häme,Eerikki,2,1,1,1,Eerikki (2),Eerikki (2)
Häme,Halitu,2,1,1,1,Halitu (2),Halitu (2)
Häme,Halituli,2,2,1,1,Halituli (2),Halituli (2)
Häme,Hippa-Heikki,2,2,1,2,Hippa-Heikki (2),Hippa-Heikin (1); Hippa-Heikki (1)
Häme,Humma,2,1,1,1,Humma (2),Humma (2)
Häme,Hussan,2,2,1,1,Hussan (2),Hussan (2)
Häme,Hytelä,2,1,1,1,Hytelä (2),Hytelä (2)
Häme,Hyty,2,1,1,2,Hyty (2),Hyty-lie (1); Hyty-län (1)
Häme,Ilmarinen,2,1,1,1,Ilmarinen (2),Ilmarinen (2)
Häme,Ilmola,2,1,1,1,Ilmola (2),Ilmola (2)
Häme,Jacob / Jaak / Jaakko,2,1,1,1,Jaakko (2),Jaakko (2)
Häme,Jordan,2,2,1,1,Jordan (2),Jordan (2)
Häme,Kassari,2,2,1,1,Kassari (2),Kassari (2)
Häme,Koiska,2,1,1,1,Koiska (2),Koiska (2)
Häme,Kuittila,2,2,1,1,Kuittila (2),Kuittila (2)
Häme,Laara,2,2,1,2,Laara (2),laaraa (1); Laara (1)
Häme,Lalmanti,2,1,1,1,Lalmanti (2),Lalmanti (2)
Häme,Lilja,2,1,1,1,Lilja (2),Lilja (2)
Häme,Martin / Mart / Märt,2,2,1,2,Martti (2),Martin (1); Martti (1)
Häme,N,2,1,1,1,N (2),N (2)
Häme,N.N.,2,1,1,1,N.N. (2),N. (2)
Häme,Ninni,2,2,1,1,Ninni (2),Ninni (2)
Häme,Paara,2,1,1,1,Paara (2),Paara (2)
Häme,Perttula,2,2,1,1,Perttula (2),Perttula (2)
Häme,Pihka-Heikki,2,2,1,1,Pihka-Heikki (2),Pihka-Heikki (2)
Häme,Piipari,2,1,1,1,Piipari (2),Piipari (2)
Häme,Pirita,2,1,1,1,Pirita (2),Pirita (2)
Häme,Pukkela,2,1,1,2,Pukkela (2),Pukkela (1); Pukkelas (1)
Häme,Tauno,2,2,1,2,Tauno (2),Taunon (1); Tauno+n (1)
Häme,Topelius,2,2,1,1,Topelius (2),Topelius (2)
Häme,Torkko,2,2,1,1,Torkko (2),Torkko (2)
Häme,Valpuri,2,1,1,1,Valpuri (2),Valpuri (2)
Häme,Vappu,2,2,1,1,Vappu (2),Vappu (2)
Häme,Vilho,2,2,1,1,Vilho (2),Vilho (2)
Häme,nimetön,2,2,1,2,nimetön (2),nimetön (1); nimettömä (1)
Häme,pihka & Heikki,2,2,1,2,pihka & Heikki (2),pihka & Heikki (gen) (1); pihka & Heikki (1)
Häme,puli,2,1,1,1,puli (2),puli (2)
Häme,tikka,2,2,1,1,tikka (2),tikka (2)
Häme,tilli,2,2,1,1,tilli (2),tilli (2)
Häme,(name),1,1,1,1,(name) (1),Jouru (1)
Häme,Aakali,1,1,1,1,Aakali (1),Aakali (1)
Häme,Aakeri,1,1,1,1,Aakeri (1),Aakeri (1)
Häme,Aarikka,1,1,1,1,Aarikka (1),Aarikan (1)
Häme,Ahti,1,1,1,1,Ahti (1),aatto (1)
Häme,Aino,1,1,1,1,Aino (1),Aino (1)
Häme,Alleri,1,1,1,1,Alleri (1),Alleri (1)
Häme,Anderseeni,1,1,1,1,Anderseeni (1),Anderseeni (1)
Häme,Andersseni,1,1,1,1,Andersseni (1),Andersseeni (1)
Häme,Anninkainen,1,1,1,1,Anninkainen (1),Anninkainen (1)
Häme,Appila (hypothetical),1,1,1,1,Appila (hypothetical) (1),Appila (nom.) (1)
Häme,Assin Kaija,1,1,1,1,Assin Kaija (1),assin kaijaa (1)
Häme,Aukusti?,1,1,1,1,Aukusti? (1),Akkeli (1)
Häme,Eeli (proper name),1,1,1,1,,eeli (1)
Häme,Elias / Eljas,1,1,1,1,Elias (1),Elias (1)
Häme,Eskon,1,1,1,1,Eskon (1),Eskon (1)
Häme,Haituli,1,1,1,1,Haituli (1),Haituli (1)
Häme,Hakkila,1,1,1,1,Hakkila (1),Hakkila (1)
Häme,Hali,1,1,1,1,Hali (1),Hali (1)
Häme,Hannu,1,1,1,1,Hannu (1),hannun (1)
Häme,Harri,1,1,1,1,Harri (1),Harri (1)
Häme,Hati,1,1,1,1,Hati (1),Hati (1)
Häme,Helen,1,1,1,1,Helen (1),Ellen (1)
Häme,Helena,1,1,1,1,Helena (1),Ellen (1)
Häme,Helssa,1,1,1,1,Helssa (1),Helssa (1)
Häme,Hemmo,1,1,1,1,Hemmo (1),Hemma+n (1)
Häme,Henttu,1,1,1,1,Henttu (1),Henttu (1)
Häme,Herman,1,1,1,1,Herman (1),Hermann (1)
Häme,Hintta,1,1,1,1,Hintta (1),Hintta (1)
Häme,Hippa,1,1,1,1,Hippa (1),Hippa (1)
Häme,Holmistei,1,1,1,1,Holmistei (1),Holmistei (1)
Häme,Huis (proper noun),1,1,1,1,Huis (proper noun) (1),Huis (1)
Häme,Huit,1,1,1,1,Huit (1),Huit (1)
Häme,Hulda,1,1,1,1,Hulda (1),Hulta (1)
Häme,Humppu,1,1,1,1,Humppu (1),Humppu (1)
Häme,Humppu (proper noun),1,1,1,1,Humppu (proper noun) (1),Humppu (1)
Häme,Huntila,1,1,1,1,Huntila (1),Huntila (1)
Häme,Huntti (name),1,1,1,1,Huntti (name) (1),Huntti (1)
Häme,Huttula,1,1,1,1,Huttula (1),Huttula (1)
Häme,Hämäläinen,1,1,1,1,Hämäläinen (1),Hämäläinen (1)
Häme,Ilmoila,1,1,1,1,Ilmoila (1),Ilmoila (1)
Häme,Ilmoilan,1,1,1,1,Ilmoilan (1),Ilmoila+n (1)
Häme,Iso-Evo,1,1,1,1,Iso-Evo (1),Iso-Evo (1)
Häme,Israel,1,1,1,1,Israel (1),Israjelin (1)
Häme,Jaakkola,1,1,1,1,Jaakkola (1),Jaakkola (1)
Häme,Jukola,1,1,1,1,Jukola (1),Jukola (1)
Häme,Julliskoukku,1,1,1,1,Julliskoukku (1),Julliskoukku (1)
Häme,Juttila,1,1,1,1,Juttila (1),Juttila (1)
Häme,Kalle/kallis,1,1,1,1,Kalle/kallis (1),Kalle (1)
Häme,Kangaskaija,1,1,1,1,Kangaskaija (1),Kangaskaija (1)
Häme,Kanniainen,1,1,1,1,Kanniainen (1),Kanniainen (1)
Häme,Kare,1,1,1,1,Kare (1),Kare (1)
Häme,Karpio,1,1,1,1,Karpio (1),Karpio (1)
Häme,Karto,1,1,1,1,Karto (1),Kartin (1)
Häme,Katja/Kaisa,1,1,1,1,Katja/Kaisa (1),Kaija (1)
Häme,Kerttu,1,1,1,1,Kerttu (1),Kerttu (1)
Häme,Kiillo,1,1,1,1,Kiillo (1),Kiillo-n (1)
Häme,Kinnari,1,1,1,1,Kinnari (1),Kinnari (1)
Häme,Kinniainen,1,1,1,1,Kinniainen (1),Kinniainen (1)
Häme,Kirstinen,1,1,1,1,Kirstinen (1),Kirstinen (1)
Häme,Kola,1,1,1,1,Kola (1),Kola (1)
Häme,Kraatali,1,1,1,1,Kraatali (1),Kraatali (1)
Häme,Kukkola,1,1,1,1,Kukkola (1),Kukkola (1)
Häme,Kupittaa,1,1,1,1,Kupittaa (1),Kupittaa (1)
Häme,Kuppari-Kirsti,1,1,1,1,Kuppari-Kirsti (1),Kuppari-Kirsti (1)
Häme,Kurtti,1,1,1,1,Kurtti (1),Kurtin (1)
Häme,Kuti,1,1,1,1,Kuti (1),Kuti (1)
Häme,Laaru,1,1,1,1,Laaru (1),Laaru (1)
Häme,Laati,1,1,1,1,Laati (1),laati (1)
Häme,Lahre,1,1,1,1,Lahre (1),Lahre (1)
Häme,Leuna,1,1,1,1,Leuna (1),Leuna (1)
Häme,Liaru,1,1,1,1,Liaru (1),Liaru (1)
Häme,Lieru,1,1,1,1,Lieru (1),Lieru (1)
Häme,Lättilä,1,1,1,1,Lättilä (1),Lättilä (1)
Häme,Maisa,1,1,1,1,Maisa (1),Maisa (1)
Häme,Markkula,1,1,1,1,Markkula (1),Markkula (1)
Häme,Martti,1,1,1,1,Martti (1),Martti (1)
Häme,Matikka,1,1,1,1,Matikka (1),Matikka (1)
Häme,Mierola,1,1,1,1,Mierola (1),Mierola (1)
