person_cluster,person_category,same_person_confidence,standard_lemma,local_lemma,word_normalised,root,word_in_english,mentions,poems,counties,county_counts,place_counts
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalev,checkered fabrics,1,1,1,Virumaa (1),Väike-Maarja (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalev,fabrics,1,1,1,Järvamaa (1),Koeru (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalev,fine clothes,1,1,1,Pärnumaa (1),Tõstamaa (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalev,linen,1,1,1,Saaremaa (1),Muhu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalev,shoes,1,1,1,Läänemaa (1),Martna (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalev,striped,1,1,1,Pärnumaa (1),Halliste (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalev,strong,1,1,1,Pärnumaa (1),Pärnu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevida,kalev,Kalev fabric,1,1,1,Viljandimaa (1),Kolga-Jaani (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevida,kalev,brocade,1,1,1,Harjumaa (1),Harju-Jaani (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevida,kalev,giant,1,1,1,Saaremaa (1),Muhu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevide,kalev,brocades,1,1,1,Virumaa (1),Vaivara (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevidega,kalev,with brocades,1,1,1,Saaremaa (1),Muhu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kaleviga,kalev,with brocade,1,1,1,Võrumaa (1),Rõuge (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevile,kalev,for strong,1,1,1,Viljandimaa (1),Põltsamaa (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevine,kalev,Kalev's,1,1,1,Virumaa (1),Lüganuse (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevis,kalev,in brocade,1,1,1,Harjumaa (1),Risti (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevis,kalev,in serfdom,1,1,1,Harjumaa (1),Rapla (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevise,Kalev,Kalev's,1,1,1,Tartumaa (1),Kursi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevise,kalev,of strong/cloth,1,1,1,Virumaa (1),Haljala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevise,kalev,strong-woven's,1,1,1,Virumaa (1),Haljala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevised,*kaleva (loan),brocaded,1,1,1,Pärnumaa (1),Saarde (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevised,Proto-Finnic *kaleva,coarse,1,1,1,Virumaa (1),Haljala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevised,Proto-Finnic *kalja,broadcloth,1,1,1,Harjumaa (1),Risti (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevised,kalev,Kalev's,1,1,1,Virumaa (1),Kadrina (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevised,kalev,Kalev's descendants,1,1,1,Järvamaa (1),Ambla (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevised,kalev,strong-woven,1,1,1,Virumaa (1),Haljala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevisid,kalev,Kalev's/strong,1,1,1,Viljandimaa (1),Kolga-Jaani (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevisid,kalev,strong-things,1,1,1,Viljandimaa (1),Paistu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevisse,kalev,into brocade,1,1,1,Viljandimaa (1),Paistu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevist,kalev,from Kalev(metal),1,1,1,Virumaa (1),Viru-Nigula (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevist,kalev,from brocade,1,1,1,Saaremaa (1),Muhu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevist,kalev,from linen,1,1,1,Viljandimaa (1),Suure-Jaani (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevist,kalev,from strong,1,1,1,Viljandimaa (1),Suure-Jaani (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevist,kalev,linen,1,1,1,Saaremaa (1),Sõrve (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevist,kalev,of Kalev,1,1,1,Läänemaa (1),Hanila (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevista,kalev,of Kalev,1,1,1,Saaremaa (1),Jämaja (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevit,kalev,Kalev's,1,1,1,Tartumaa (1),Rannu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevit,kalev,brocade,1,1,1,Saaremaa (1),Muhu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevit,kalev,fabric,1,1,1,Viljandimaa (1),Suure-Jaani (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevit,kalev,kalev (fabric),1,1,1,Viljandimaa (1),Viljandi l. (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevit,kalev,strong fabric,1,1,1,Läänemaa (1),Vigala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevitt,kalev,strong fabric,1,1,1,Tartumaa (1),Sangaste (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalleid,kalev,barley breads,1,1,1,Virumaa (1),Haljala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevat,kalevat,kalev+at,strong one,1,1,1,Võrumaa (1),Vastseliina (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kaleve,kalevi,kalev,strong one's,1,1,1,Läänemaa (1),Märjamaa (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevega,kaleviga,*kalev,with brocade,1,1,1,Setumaa (1),Setumaa (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevi+sse,kalevisse,kalev,into brocade,1,1,1,Pärnumaa (1),Tori (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevid,kaleveid,kalev,brocade,1,1,1,Tartumaa (1),Sangaste (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevidsi,kalevid,kalev,heroes,1,1,1,Võrumaa (1),Räpina (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kaleviga,kaleviga,kalev,with brocade,1,1,1,Pärnumaa (1),Pärnu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevih,kalevid,kalev,barley breads,1,1,1,Võrumaa (1),Räpina (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevike,kalevike,kalev,Little strong one,1,1,1,Viljandimaa (1),Paistu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevine,Kalevi(ne),Kalev,Kalev's,1,1,1,Pärnumaa (1),Pärnu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevine,kalev,Kalev,heroic,1,1,1,Viljandimaa (1),Paistu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevine,kalev,Kaleva,Kalev's,1,1,1,Tartumaa (1),Sangaste (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevine,kalev,kalev,calico,1,1,1,Pärnumaa (1),Saarde (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevine,kalevised,kalev,coarse-clad,1,1,1,Harjumaa (1),Kuusalu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevist,kalevist,kalev,from cloth,1,1,1,Läänemaa (1),Karuse (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevista,kalevista,kalev,of broadcloth,1,1,1,Pärnumaa (1),Vändra (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevitse,kalevitsi,kalev,like Kalev,1,1,1,Tartumaa (1),Sangaste (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalevutsest,kalevist,kalev,from hero,1,1,1,Võrumaa (1),Põlva (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kali,kali,kalev,barley,1,1,1,Virumaa (1),Lüganuse (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalõva,kalevat,kalev,strong,1,1,1,Võrumaa (1),Kanepi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalevainen,kalevainen,kalevainen,Kaleva,Kaleva's descendant,1,1,1,Itä- ja Pohjois-Inkeri (1),Lempaala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalevalainen,Kaleva-nen,Kalevainen,Kaleva,Kaleva-descendant,1,1,1,Viena (1),Vuokkiniemi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalevalaisia,kalevaista,kalevalaisia,Kaleva,Kaleva's people,1,1,1,Keski-Inkeri (1),Tyrö (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalevine,kalevine,kalevised,kalev,brocaded,1,1,1,Virumaa (1),Kadrina (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalevine,kalevine,kalevised,kalev,kalev-clad,1,1,1,Virumaa (1),Jõhvi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalevline,kalevline,kalevine,Kalev,Kalev's,1,1,1,Tartumaa (1),Torma (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalevne,kalevine,kalevised,kalev,Kalev's/Kalevian,1,1,1,Järvamaa (1),Ambla (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kange,kalev,kalevised,kalev,strong,1,1,1,Viljandimaa (1),Põltsamaa (1)
Kalevala,unmapped_possible_person_name,low,Kalevala,Kalevala,Kalevala,(proper name),Kalevala,1,1,1,Peräpohjola (1),Rovaniemi (1)
Kalevala,unmapped_possible_person_name,low,Kalevala,Kalevala,Kalevalan,(proper name),of Kalevala,1,1,1,Etelä-Karjala (1),Metsäpirtti (1)
Kali,unmapped_possible_person_name,low,Kali,Kali,Kalin,(proper noun),Kali's,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Salmi (1)
Kalika,unmapped_possible_person_name,low,Kalika,Kalika,Kalikan,Possible name Kali + diminutive -ka & genitive -n,Kalikan (of Kalika),1,1,1,Kainuu (1),Sotkamo (1)
Kaljo,unmapped_possible_person_name,low,Kaljo,Kaljo,Kaljolla,(proper noun),at Kaljo,1,1,1,Varsinais-Suomi (1),Koski Tl. (1)
Kalkala,unmapped_possible_person_name,low,Kalkala,Kalkala,Kalkala,(proper noun),Kalkala,1,1,1,Keski-Inkeri (1),Kaprio (1)
Kalkala,unmapped_possible_person_name,low,Kalkala,Kalkala,Kalkalan,(proper noun),Kalkala's,1,1,1,Keski-Inkeri (1),Kaprio (1)
Kalkkainen,unmapped_possible_person_name,low,Kalkkainen,Kalkkainen,Kalkkasella,(proper noun),at Kalkkasella,1,1,1,Etelä-Karjala (1),Kivennapa (1)
Kalkkimäki,unmapped_possible_person_name,low,Kalkkimäki,Kalkkimäki,Kalkkimäeltä,kalkki (lime/name) + mäki (hill),from Kalkkimäki,1,1,1,Etelä-Pohjanmaa (1),Soini (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,(Germanic loan name),Kalle,1,1,1,Pohjois-Karjala (1),Kaavi (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,(proper noun),Kalle,1,1,1,Kainuu (1),Suomussalmi (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,*kalle (precious) & proper name,Kalle/Precious,1,1,1,Etelä-Karjala (1),Viipuri (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,"Germanic ""Karl""",Kalle,1,1,1,Satakunta (1),Kiikoinen (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,Germanic Karl,Kalle,1,1,1,Etelä-Karjala (1),Etelä-Karjala (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,Kaarle,Kalle,1,1,1,Satakunta (1),Harjavalta (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,Kaarle (Charles),Kalle,1,1,1,Varsinais-Suomi (1),Muurla (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,Kalle & -s,Kalle,1,1,1,Varsinais-Suomi (1),Yläne (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,Kalle (Karl),Kalle,1,1,1,Häme (1),Lammi (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,Kalle (proper noun),Kalle (name),1,1,1,Läänemaa (1),Lääne-Nigula (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,Karl (personal name),Kalle,1,1,1,Peräpohjola (1),Peräpohjola (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,Proper name (possibly Karl),Kalle (name),1,1,1,Häme (1),Jokioinen (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,Proper noun (Finnish diminutive of Karl),Kalle,1,1,1,Satakunta (1),Kiikoinen (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,Proto-Finnic *kalla (precious),Kalle,1,1,1,Häme (1),Urjala (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,Proto-Germanic *Karl,Kalle,1,1,1,Kainuu (1),Ristijärvi (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,Proto-Germanic *Karlaz,Kalle,1,1,1,Satakunta (1),Pori (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,kala (fish) + -le (diminutive?),Kalle,1,1,1,Kainuu (1),Kuhmo (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,kallis (affectionate term),Kalle,1,1,1,Kainuu (1),Suomussalmi (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kalle,proper name,Kalle,1,1,1,Satakunta (1),Tampere (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kallee,Karl (loan),Kalle,1,1,1,Etelä-Karjala (1),Koivisto (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kallele,Kalle,Kalle,1,1,1,Harjumaa (1),Jõelähtme (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kallelle,(proper noun),to Kalle,1,1,1,Häme (1),Humppila (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kallelle,Kalle + -lle,to Kalle,1,1,1,Pohjois-Savo (1),Lapinlahti (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kallelt,Kalle,from Kalle,1,1,1,Viljandimaa (1),Kolga-Jaani (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kallen,Kalle (Charles),Kalle's,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Uukuniemi (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kallen,Kalle (proper name),Kalle's,1,1,1,Peräpohjola (1),Kemi (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kallen,Karl,Kalle's,1,1,1,Varsinais-Suomi (1),Sauvo (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kallen,Proper name,Kalle's,1,1,1,Satakunta (1),Harjavalta (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kallen,Proto-Germanic *Karlaz,Kalle's,1,1,1,Satakunta (1),Pori (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle,Kallesta,(proper name),Kalle,1,1,1,Häme (1),Hattula (1)
Kalle,unmapped_possible_person_name,low,Kalle,Kalle-lla,Kallella,Kalle (personal name),at Kalle's,1,1,1,Etelä-Karjala (1),Lavansaari (1)
Kalle,unmapped_possible_person_name,low,Kalle,Källe,Källe,Kalle,Källe,1,1,1,Saaremaa (1),Muhu (1)
Kalle,unmapped_possible_person_name,low,Kalle,kalle,Kalle,Kalle (given name),Kalle,1,1,1,Häme (1),Vanaja (1)
Kalle (proper noun),unmapped_possible_person_name,low,Kalle (proper noun),Kalle,Kalle,Kalle,Kalle,1,1,1,Keski-Suomi (1),Viitasaari (1)
Kalle/kallio,unmapped_possible_person_name,low,Kalle/kallio,kalle,kallen,Kalle (name) or kallio (rock),Kalle's,1,1,1,Peräpohjola (1),Ylitornio (1)
Kalle/kallis,unmapped_possible_person_name,low,Kalle/kallis,Kalle,Kalle,"Proto-Finnic *kalla (name), *kallis (valuable)",Kalle/treasure,1,1,1,Häme (1),Urjala (1)
Kallervo,unmapped_possible_person_name,low,Kallervo,Kallervo,Kallervo,Kallervo (proper name),Kallervo,1,1,1,Aunus (1),Säämäjärvi (1)
Kallervo,unmapped_possible_person_name,low,Kallervo,Kallervo,Kallervoiset,(proper name),Kallervo's,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Kallervoista,unmapped_possible_person_name,low,Kallervoista,Kallervoi-sta,Kallervoista,(proper name),of Kallervo,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Kallo,unmapped_possible_person_name,low,Kallo,Kallo,Kallo,(proper name),Kallo,1,1,1,Pohjois-Savo (1),Pielavesi (1)
Kallo,unmapped_possible_person_name,low,Kallo,Kallo,Kallon,(proper name),Kallo's,1,1,1,Pohjois-Savo (1),Pielavesi (1)
Kallu,unmapped_possible_person_name,low,Kallu,Kallu,Kallu,(proper name),Kallu,1,1,1,Varsinais-Suomi (1),Yläne (1)
Kalo,unmapped_possible_person_name,low,Kalo,Kalo,Kalon,(personal name),of Kalo,1,1,1,Keski-Inkeri (1),Moloskovitsa (1)
Kalsus,unmapped_possible_person_name,low,Kalsus,kalsus,Kalsus,Unknown (possibly proper noun),Kalsus,1,1,1,Tartumaa (1),Palamuse (1)
Kalvi,unmapped_possible_person_name,low,Kalvi,Kalvi,Kalvi,(proper noun),Kalvi's,1,1,1,Virumaa (1),Viru-Nigula (1)
Kalvi,unmapped_possible_person_name,low,Kalvi,Kalvi,Kalvist,(proper noun),from Kalvi,1,1,1,Virumaa (1),Viru-Nigula (1)
Kamja,unmapped_possible_person_name,low,Kamja,Kamja,Kamja,(proper noun),of Kamja?,1,1,1,Võrumaa (1),Räpina (1)
Kampi,unmapped_possible_person_name,low,Kampi,Kampi,Kampi,kampi (dialectal 'lever/crank' → name),Kampi,1,1,1,Pohjois-Savo (1),Leppävirta (1)
Kampi,unmapped_possible_person_name,low,Kampi,kampiin,Kampiin,(name),to Kampi,1,1,1,Etelä-Karjala (1),Sakkola (1)
Kamppuli,unmapped_possible_person_name,low,Kamppuli,Kamppuli,Kamppulin,Kamppuli (proper noun),Kamppulin's,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kamsar,unmapped_possible_person_name,low,Kamsar,Kamsare,Kamsare,(proper name),Kamsar's,1,1,1,Saaremaa (1),Kaarma (1)
Kandrätti,unmapped_possible_person_name,low,Kandrätti,Kandrätti,Kandrätti,Slavic name,Kandrät,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kanelis,unmapped_possible_person_name,low,Kanelis,Kanelis,Kanelis,(proper name),Kanelis,1,1,1,Peräpohjola (1),Kemi (1)
Kanerva,unmapped_possible_person_name,low,Kanerva,Kanerva,Kanervan,Kanerva (plant name),Kanerva's,1,1,1,Viena (1),Vuokkiniemi (1)
Kanervan,unmapped_possible_person_name,low,Kanervan,kanervan,Kanervan,Kanerva (heather/personal name),Kanerva's,1,1,1,Viena (1),Viena (1)
Kangas-Antit,unmapped_possible_person_name,low,Kangas-Antit,Kangas-Antit,Kangas-Antit,kangas (field) + Antti (name),Field-Anttis,1,1,1,Pohjois-Karjala (1),Nurmes (1)
Kangaskaija,unmapped_possible_person_name,low,Kangaskaija,Kangaskaija,Kangaskaijan,kangas (forest) & kaija (bird name),of Forest-Cuckoo,1,1,1,Häme (1),Loppi (1)
Kangur,unmapped_possible_person_name,low,Kangur,Kangur,Kangru,Proper name,Kangru's,1,1,1,Järvamaa (1),Ambla (1)
Kangur,unmapped_possible_person_name,low,Kangur,Kangur,Kangurilt,proper name,from Kangur,1,1,1,Viljandimaa (1),Pilistvere (1)
Kannervo,unmapped_possible_person_name,low,Kannervo,Kannervo,Kannervon,Proper name + genitive -n,Kannervo's,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Kanniainen,unmapped_possible_person_name,low,Kanniainen,Kanniainen,Kanniainen,Proper noun,Kanniainen,1,1,1,Häme (1),Forssa (1)
Kannojova,unmapped_possible_person_name,low,Kannojova,Kannojova+n,Kannojovan,(proper name),of Kannojova,1,1,1,Viena (1),Oulanka (1)
Kanosa,unmapped_possible_person_name,low,Kanosa,Kanosa,Kanosa,Proper noun,Kanosa (toponym),1,1,1,Etelä-Savo (1),Etelä-Savo (1)
Kansi,unmapped_possible_person_name,low,Kansi,Kansi,Kansi,(proper name),Kansi's,1,1,1,Saaremaa (1),Muhu (1)
Kantola,unmapped_possible_person_name,low,Kantola,Kantola,Kantolaan,proper name & -han (illative),to Kantola,1,1,1,Peräpohjola (1),Simo (1)
Kantti,unmapped_possible_person_name,low,Kantti,Kantti,Kantti,*kantti (edge/rim) or proper noun,Kantti,1,1,1,Pohjois-Karjala (1),Pielisjärvi (1)
Kapasilla,unmapped_possible_person_name,low,Kapasilla,Kapasilla,Kapasilla,(proper name),Kapasilla,1,1,1,Järvamaa (1),Türi (1)
Kapasto,unmapped_possible_person_name,low,Kapasto,Kapasto,Kapasto,(proper noun),Kapasto,1,1,1,Läänemaa (1),Pühalepa (1)
Kaper,unmapped_possible_person_name,low,Kaper,Kaper,Kaper,"(Unclear, possibly proper noun)",Kaper,1,1,1,Satakunta (1),Multia (1)
Kapia,unmapped_possible_person_name,low,Kapia,kapiat,Kapiat,(name),Kapiat,1,1,1,Etelä-Karjala (1),Sakkola (1)
Kapo,unmapped_possible_person_name,low,Kapo,Kapo,Kapo,(proper name),Kapo,1,1,1,Pohjois-Karjala (1),Eno (1)
Kappel,unmapped_possible_person_name,low,Kappel,Kappel,Kappel,(name),Kappel,1,1,1,Etelä-Karjala (1),Muolaa (1)
Kapper,unmapped_possible_person_name,low,Kapper,Kapper,Kapper,(proper name),Kapper,1,1,1,Etelä-Savo (1),Juva (1)
Kaprion,unmapped_possible_person_name,low,Kaprion,Kaprio,Kaprion,(proper noun),Kaprio's,1,1,1,Keski-Inkeri (1),Kaprio (1)
Kapu,unmapped_possible_person_name,low,Kapu,Kapu,Kapu,(proper noun),Kapu (toponym),1,1,1,Järvamaa (1),Järva-Jaani (1)
Karaseineri,unmapped_possible_person_name,low,Karaseineri,Karaseineri,Karaseineri,(proper noun),Karaseineri,1,1,1,Viena (1),Oulanka (1)
Kare,unmapped_possible_person_name,low,Kare,Kare,Karen,Personal name Kare (cf. Kari),Kare's,1,1,1,Häme (1),Hattula (1)
Karep,unmapped_possible_person_name,low,Karep,Karep,Karepa,(proper noun),to Karep,1,1,1,Virumaa (1),Haljala (1)
Karep,unmapped_possible_person_name,low,Karep,Karep,Karepilt,(proper noun),from Karep,1,1,1,Virumaa (1),Haljala (1)
Karepa,unmapped_possible_person_name,low,Karepa,Karepa,Karepalt,Karepa (proper noun) & -lt,from Karepa,1,1,1,Virumaa (1),Kadrina (1)
Karina,unmapped_possible_person_name,low,Karina,Karina,Karina,(proper noun),Karina,1,1,1,Virumaa (1),Simuna (1)
Karita,unmapped_possible_person_name,low,Karita,Karita,Karita,(name),Karita,1,1,1,Varsinais-Suomi (1),Angelniemi (1)
Karjamard,unmapped_possible_person_name,low,Karjamard,Karjamard,Karjamardi,Proper name,Karjamardi's,1,1,1,Järvamaa (1),Ambla (1)
Kark,unmapped_possible_person_name,low,Kark,Karksi,Karksi,(proper name),Kark's,1,1,1,Pärnumaa (1),Halliste (1)
Karkee/karkea,unmapped_possible_person_name,low,Karkee/karkea,Karkee/karkea,Karkeeta,Karkee (proper noun) / karkea,Karkeeta,1,1,1,Pohjois-Savo (1),Nilsiä (1)
Karmola,unmapped_possible_person_name,low,Karmola,Karmola,Karmolassa,Karmola (proper noun),in Karmola,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suojärvi (1)
Karne,unmapped_possible_person_name,low,Karne,Karne,Karne,Proper name,Karne,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Karoliina,unmapped_possible_person_name,low,Karoliina,Karoliina,Karoliina,Caroline (European name),Caroline,1,1,1,Pohjois-Karjala (1),Ilomantsi (1)
Karpalo,unmapped_possible_person_name,low,Karpalo,Karpalo,Karpalolla,Karpalo (possible proper name),on Karpalo,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Karpan,unmapped_possible_person_name,low,Karpan,Karpan,Karpan,Karpan (proper noun),Karpan (name),1,1,1,Länsi-Inkeri (1),Narvusi (1)
Karpio,unmapped_possible_person_name,low,Karpio,Karpio,Karpion,(name),Karpio's,1,1,1,Häme (1),Humppila (1)
Karppi,unmapped_possible_person_name,low,Karppi,Karppi,Karpin,(proper name),of Karppi,1,1,1,Uusimaa (1),Vihti (1)
Karppo,unmapped_possible_person_name,low,Karppo,Karppo,Karppo,(proper name),Karppo,1,1,1,Viena (1),Kontokki (1)
Karr,unmapped_possible_person_name,low,Karr,Karr+i,Karri,Proper name,of Karri,1,1,1,Viljandimaa (1),Tarvastu (1)
Karsikko,unmapped_possible_person_name,low,Karsikko,Karsikko,Karsikolle,proper name & -lle (allative),to Karsikko,1,1,1,Peräpohjola (1),Simo (1)
Karsu,unmapped_possible_person_name,low,Karsu,Karsu,Karsu,Karsu (manor name),Karsu's,1,1,1,Pärnumaa (1),Audru (1)
Karto,unmapped_possible_person_name,low,Karto,Kartin,Kartin,Karto (hypocoristic name),Kartin,1,1,1,Häme (1),Orimattila (1)
Karttu,unmapped_possible_person_name,low,Karttu,Karttu,Karttu,(proper name),Karttu,1,1,1,Pohjois-Savo (1),Kuopio mlk (1)
Karttu,unmapped_possible_person_name,low,Karttu,Karttu,Karttu,*Karttu (personal name),Karttu,1,1,1,Etelä-Savo (1),Mäntyharju (1)
Karttu,unmapped_possible_person_name,low,Karttu,Karttu,Karttu,Proper name,Karttu,1,1,1,Pohjois-Savo (1),Varpaisjärvi (1)
Karttu,unmapped_possible_person_name,low,Karttu,Karttu,Karttu,Proper noun (possibly < *kartano 'manor' via reduction),Karttu,1,1,1,Etelä-Karjala (1),Saari (1)
Karttu,unmapped_possible_person_name,low,Karttu,Karttu,Karttu,Proper noun (uncertain etymology),Karttu,1,1,1,Uusimaa (1),Porvoo (1)
Karvat,unmapped_possible_person_name,low,Karvat,Karvat,Karvat,(proper name),Karvat,1,1,1,Uusimaa (1),Vihti (1)
Kasari,unmapped_possible_person_name,low,Kasari,Kasari,Kasari,Kasari (proper noun),Kasari,1,1,1,Pärnumaa (1),Audru (1)
Kase,unmapped_possible_person_name,low,Kase,Kase,Kase,(proper name),Kase's,1,1,1,Saaremaa (1),Muhu (1)
